00110110	01100110	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01001000	01010001	
36	67	00	00	00	01	00	00	00	00	00	00	00	4D	52	
00110110	01100111	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01001101	01010010	
36	68	00	00	00	01	00	00	00	00	00	00	00	46	5F	
00110110	01101000	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01000110	01011111	
36	69	00	00	00	01	00	00	00	00	00	00	00	4B	58	
00110110	01101001	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01001011	01011000	
36	6A	00	00	00	01	00	00	00	00	00	00	00	44	5D	
00110110	01101010	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01000100	01011101	
36	6B	00	00	00	01	00	00	00	00	00	00	00	49	5E	
00110110	01101011	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01001001	01011110	
36	6C	00	00	00	01	00	00	00	00	00	00	00	72	5B	
00110110	01101100	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01110010	01011011	
36	6D	00	00	00	01	00	00	00	00	00	00	00	77	54	
00110110	01101101	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01110111	01010100	
36	6E	00	00	00	01	00	00	00	00	00	00	00	70	59	
00110110	01101110	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01110000	01011001	
36	6F	00	00	00	01	00	00	00	00	00	00	00	75	5A	
00110110	01101111	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01110101	01011010	
36	70	00	00	00	01	00	00	00	00	00	00	00	6E	47	
00110110	01110000	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01101110	01000111	
36	71	00	00	00	01	00	00	00	00	00	00	00	73	40	
00110110	01110001	00000000	00000000	00000000	00000001	00000000	00000000	00000000	00000000	00000000	00000000	00000000	01110011	01000000	
