00110110	00100100	00000000	00001010	00001010	00001011	00000000	00001010	00111000	00001010	00001010	00001010	00001010	00001010	00100001	
36	25	00	0F	0F	10	00	0F	46	0F	0F	0F	0F	0F	45	
00110110	00100101	00000000	00001111	00001111	00010000	00000000	00001111	01000110	00001111	00001111	00001111	00001111	00001111	01000101	
36	26	00	08	08	09	00	08	26	08	08	08	08	08	3F	
00110110	00100110	00000000	00001000	00001000	00001001	00000000	00001000	00100110	00001000	00001000	00001000	00001000	00001000	00111111	
36	27	00	0D	0D	0E	00	0D	0E	0D	0D	0D	0D	0D	11	
00110110	00100111	00000000	00001101	00001101	00001110	00000000	00001101	00001110	00001101	00001101	00001101	00001101	00001101	00010001	
36	28	00	06	06	07	00	06	06	06	06	06	06	06	1F	
00110110	00101000	00000000	00000110	00000110	00000111	00000000	00000110	00000110	00000110	00000110	00000110	00000110	00000110	00011111	
36	29	00	0B	0B	0C	00	0B	0B	0B	0B	0B	0B	0B	18	
00110110	00101001	00000000	00001011	00001011	00001100	00000000	00001011	00001011	00001011	00001011	00001011	00001011	00001011	00011000	
36	2A	00	04	04	05	00	04	04	04	04	04	04	04	1D	
00110110	00101010	00000000	00000100	00000100	00000101	00000000	00000100	00000100	00000100	00000100	00000100	00000100	00000100	00011101	
36	2B	00	09	09	0A	00	09	09	09	09	09	09	09	1E	
00110110	00101011	00000000	00001001	00001001	00001010	00000000	00001001	00001001	00001001	00001001	00001001	00001001	00001001	00011110	
36	2C	00	32	32	33	00	32	32	32	32	32	32	32	1B	
00110110	00101100	00000000	00110010	00110010	00110011	00000000	00110010	00110010	00110010	00110010	00110010	00110010	00110010	00011011	
36	2D	00	37	37	38	00	37	37	37	37	37	37	37	14	
00110110	00101101	00000000	00110111	00110111	00111000	00000000	00110111	00110111	00110111	00110111	00110111	00110111	00110111	00010100	
36	2E	00	30	30	31	00	30	30	30	30	30	30	30	19	
00110110	00101110	00000000	00110000	00110000	00110001	00000000	00110000	00110000	00110000	00110000	00110000	00110000	00110000	00011001	
36	2F	00	35	35	36	00	35	35	35	35	35	35	35	1A	
00110110	00101111	00000000	00110101	00110101	00110110	00000000	00110101	00110101	00110101	00110101	00110101	00110101	00110101	00011010	
36	30	00	2E	2E	2F	00	2E	2E	2E	2E	2E	2E	2E	07	
00110110	00110000	00000000	00101110	00101110	00101111	00000000	00101110	00101110	00101110	00101110	00101110	00101110	00101110	00000111	
36	31	00	33	33	34	00	33	36	33	33	33	33	33	05	
00110110	00110001	00000000	00110011	00110011	00110100	00000000	00110011	00110110	00110011	00110011	00110011	00110011	00110011	00000101	
36	32	00	2C	2C	2D	00	2C	65	2C	2C	2C	2C	2C	4C	
00110110	00110010	00000000	00101100	00101100	00101101	00000000	00101100	01100101	00101100	00101100	00101100	00101100	00101100	01001100	
36	33	00	31	31	32	00	31	67	31	31	31	31	31	50	
00110110	00110011	00000000	00110001	00110001	00110010	00000000	00110001	01100111	00110001	00110001	00110001	00110001	00110001	01010000	
36	34	00	3A	3A	3B	00	3A	73	3A	3A	3A	3A	3A	4A	
00110110	00110100	00000000	00111010	00111010	00111011	00000000	00111010	01110011	00111010	00111010	00111010	00111010	00111010	01001010	
36	35	00	3F	3F	40	00	3F	78	3F	3F	3F	3F	3F	3B	
00110110	00110101	00000000	00111111	00111111	01000000	00000000	00111111	01111000	00111111	00111111	00111111	00111111	00111111	00111011	
36	36	00	38	38	39	00	38	71	38	38	38	38	38	48	
00110110	00110110	00000000	00111000	00111000	00111001	00000000	00111000	01110001	00111000	00111000	00111000	00111000	00111000	01001000	
36	37	00	3D	3D	3E	00	3D	81	3D	3E	3D	3D	3D	BD	
00110110	00110111	00000000	00111101	00111101	00111110	00000000	00111101	10000001	00111101	00111110	00111101	00111101	00111101	10111101	
36	38	00	36	36	37	00	36	6F	36	36	36	36	36	56	
00110110	00111000	00000000	00110110	00110110	00110111	00000000	00110110	01101111	00110110	00110110	00110110	00110110	00110110	01010110	
36	39	00	3B	3B	3C	00	3B	5A	3B	3B	3B	3B	3B	69	
00110110	00111001	00000000	00111011	00111011	00111100	00000000	00111011	01011010	00111011	00111011	00111011	00111011	00111011	01101001	
36	3A	00	34	34	35	00	34	36	34	34	34	34	34	0F	
00110110	00111010	00000000	00110100	00110100	00110101	00000000	00110100	00110110	00110100	00110100	00110100	00110100	00110100	00001111	
36	3B	00	39	39	3A	00	39	39	39	39	39	39	39	0E	
00110110	00111011	00000000	00111001	00111001	00111010	00000000	00111001	00111001	00111001	00111001	00111001	00111001	00111001	00001110	
36	3C	00	62	62	63	00	62	62	62	62	62	62	62	0B	
00110110	00111100	00000000	01100010	01100010	01100011	00000000	01100010	01100010	01100010	01100010	01100010	01100010	01100010	00001011	
36	3D	00	67	67	68	00	67	67	67	67	67	67	67	04	
00110110	00111101	00000000	01100111	01100111	01101000	00000000	01100111	01100111	01100111	01100111	01100111	01100111	01100111	00000100	
36	3E	00	60	60	61	00	60	60	60	60	60	60	60	09	
00110110	00111110	00000000	01100000	01100000	01100001	00000000	01100000	01100000	01100000	01100000	01100000	01100000	01100000	00001001	
